"Species","Tissue Class","Tissue Type","Cancer","Cell name","Cell marker","Source","Supports","Detail"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Naa50","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Nab1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Napsa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nav2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Ncapg","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Ncf2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Ncf2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Ncf4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Ncf4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ncmap","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ncoa7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Ncs1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ncstn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ndrg2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ndufa4l2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ndufaf5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Ndufs5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Nebl","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Nedd4l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Neo1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Neu1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Neurl4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Nexn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nfatc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Nfe2l2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nfyc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ninj1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Nipsnap1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Mesothelial cell","Nkain4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nkd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Nkx2-1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nlk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Nnat","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Nnat","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Nos3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Nostrin","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Notch3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Npc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Npdc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Nr2f2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Nr2f2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Nrarp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nrep","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Nrep","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Nrep","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Nrep","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nrgn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Nrk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Nt5e","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Nt5e","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Nuak1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Nucb2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Nup210","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Nupr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Nus1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Nusap1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ociad2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ociad2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ocln","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ogn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Olfml3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ormdl2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Osbpl5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Osgin1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ovol3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Oxr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pdgfrapha+ cell","P2ry14","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pamr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Pbk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pcbd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pccb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Pcdh12","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Pcdh17","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Pcdh18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pcdh20","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pcmtd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Pcolce","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pcolce2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pcsk7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pcyox1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pde2a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Pde4b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pdgfa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.C","Pdgfa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Pdgfra","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Pdgfra","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Pdgfra","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Pdgfrb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Pdlim3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Pdlim3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pdlim7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pdpn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Pdpn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Pdzd2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pdzk1ip1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Pecam1","Single-cell sequencing","2","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pfkfb3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pgap2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pglyrp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pgm2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pgm2l1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Phex","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Phgdh","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2+ cell","Pi16","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Pid1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Piezo2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pik3cg","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pik3r5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pink1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Pir","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pitpnc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Pkd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pla2g16","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pla2g1b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Plac8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pdgfrapha+ cell","Plat","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Plb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Plch1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pld1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Plek2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Plekha1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Plekha6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Plekhb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lipofibroblast","Plet1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Plk2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Plod3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Pls1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Plvap","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Plxdc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Plxnb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Pmf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Pmp22","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Pmp22","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pnpla3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pnpla6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Postn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pou2f3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Ppap2b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ppap2b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ppap2c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ppm1f","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ppm1k","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ppp1r14a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ppp1r14c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ppp1r16b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ppp1r3b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ppt1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Prcp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Prdx6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Prex2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Prim1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Prkch","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Prkg2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Prmt2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Prr13","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Prr15l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Prss8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Psmd6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Psmg3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Ptafr","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Ptafr","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Ptch1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ptges","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ptgis","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ptgr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ptgs1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ptplad1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ptpn13","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ptpn18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ptpn6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ptprb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Ptprc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Ptprc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ptprf","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ptprm","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ptrf","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Ptrf","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Pycard","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Pycard","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Pygl","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Pygm","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Qk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab11fip1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rab11fip4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab15","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab20","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab25","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Rab27a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab27b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rab34","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab38","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rab3d","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rac2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Rac2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Rac2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rai14","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ralb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Ramp2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rap2a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rarg","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Rasgrp3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Rasip1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rasl11b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Rasl12","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Rassf4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Rassf4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rassf6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rassf7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Rassf9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Raver2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rbm38","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2+ cell","Rbp4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rbpjl","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Rcan1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rcbtb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Reep5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Reep6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Retnla","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rfc4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Rgcc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rgs13","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rgs2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Rgs2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pdgfrapha+ cell","Rgs2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Rgs2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rgs21","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Rgs5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rhno1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rhog","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Rhoj","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Ripk4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rmdn2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rmnd5a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rn7sk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rnasel","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rnf114","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Rnf122","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Robo1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Robo1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rpa1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rps4y2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Rrm2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rrp9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Mesothelial cell","Rspo1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Rspo1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Rsu1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Rtkn2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Rtn2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Runx1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Runx1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Rusc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","S100a10","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","S100a14","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","S100a16","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","S100a6","Single-cell sequencing","1","DETAIL"
